ProjectID,Entity Type,ID,Name,Description,Start Date,Planned Start Date,End Date,Planned End Date,Time Spent,Time Remain,Create Date,Modify Date,Last Comment Date,Last State Change Date,Effort,Effort Completed,Effort To Do,Role Efforts,Progress,Project,Release,Sprint,Team Sprint,Assigned Teams,Team State,Last Commented User,Tags,Numeric Priority,Last Editor,Owner,Linked Test Plan,Units,Priority,Entity State,Assignments,Source Type,Is Replied,Is Private,Votes Count,Request Type
15900,Request,12638,Graql: Make Graql cost function use graph metrics,"Use the data in the graph to inform estimated cost. This could include:
Number of instances per type
Number of role-players per relation
Number of resources with particular values
For scalability, these values should either be calculated continuously (e.g. incrementing a counter when adding an instance) or sampled randomly.
",2018-01-17 18:33:05,"","","",0.0000,0.0000,2017-02-08 16:34:51,2018-04-10 16:57:12,2018-02-07 18:10:38,2018-04-10 16:57:12,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,Accepted,Felix Chapman,Graql,6862,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"(Developer) Ganeshwara Hananda, (Developer) Haikal Pribadi",None,True,False,1,Feature
13776,Request,13780,Schema: Highlight connected types in a visualised graph,"","","","","",0.0000,0.0000,2017-05-11 17:11:31,2018-01-23 17:44:32,"",2017-05-11 18:05:23,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",8710,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
13776,Request,13781,Query: Have an option to see or not see resources in visualisation,"","","","","",0.0000,0.0000,2017-05-11 17:11:52,2018-01-23 17:44:12,"",2017-05-11 18:05:23,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",8716,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
13776,Request,13791,able to change type name,"","","","","",0.0000,0.0000,2017-05-11 17:27:30,2018-01-14 21:18:22,"",2017-05-11 18:05:23,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",8738,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
15900,Request,15572,Architecture: repackage distributions,"We are in the process of redesigning our architecture after we redefine our package architecture, we want to refine our distributions.
a) differentiate product names (Grakn Core VS Grakn KGMS)
b) differentiate package services (Server VS Console)
c) Unify entry point through the shell script (just have one console per product)
For the binary/jar distribution, we want to have the following:
For Grakn Core:
1. grakn-core : the shell script for running server or console on Grakn Core.
2. grakn-core-server.jar
3. grakn-core-console.jar
Users can then install grakn through package managers in such a way (example using APT, but should apply for eery package manager):
1. apt-get install grakn-core-all which installs 1, 2, and 3 from above.
2. apt-get install grakn-core-server which installs 1 and 2 from above.
3. apt-get install grakn-core-console which installs 1 and 3 from above.
For Grakn KGMS
1. grakn-kgms : the shell script for running server or console on Grakn KGMS.
2. grakn-kgms-server.jar
3. grakn-kgms-console.jar
Users can then install grakn through package managers in such a way (example using APT, but should apply for eery package manager):
1. apt-get install grakn-kgms-all which installs 1, 2, and 3 from above.
2. apt-get install grakn-kgms-server which installs 1 and 2 from above.
3. apt-get install grakn-kgms-console which installs 1 and 3 from above.
Note:
1. There is no package manager command to install both grakn-core and grakn-kgms distributions all at once, because it is not needed.
2. grakn-kgms distributions can only be installed through a package manager, when the user is provided access to our internal APT server, or other package managers.
","","","","",0.0000,0.0000,2017-06-13 12:45:21,2018-08-21 14:44:11,2018-04-09 17:11:52,2018-01-17 18:23:31,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,In Progress,Haikal Pribadi,Graql,8991,Haikal Pribadi,Haikal Pribadi,"",h,High,In Progress,(Developer) Haikal Pribadi,None,True,False,1,Feature
15900,Request,16007,"Engine: Shard Entities, Relationships, and Attributes before it turns into a supernode","Sharding works only for types. It should work for entities, relationships and attributes as well.
","","","","",0.0000,0.0000,2017-07-04 18:49:44,2018-08-14 21:57:11,2018-01-18 15:13:46,2017-07-04 19:09:16,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,Accepted,Filipe Peliz Pinto Teixeira,"Grakn, Graph API",9223,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,True,False,1,Feature
15900,Request,16020,Engine: import Graql files via GRPC,"","","","","",0.0000,0.0000,2017-07-04 19:40:40,2018-08-14 01:15:34,"",2018-08-14 01:14:59,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,Accepted,"","",9279,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
15900,Request,17334,Graql: Ability to remove a role player from relationships,"How can we remove a specific roleplayer from a relation? In the Java API, it could be as simple as:

relation.removeRolePlayer(instance);But how do we do that with Graql? We have two options on the table:
1. Use a new keyword to flag the role player to be deleted:

match $r (actor NEW-KEYWORD $c: $x); $x isa person; delete $c;
or
2. Make the deletion part take in patterns:

match $r (actor: $x); $x isa person; delete $r (actor: $x);Option 2 makes delete behave a lot like undefine which is nice but it may make `Get` look like the odd one out. Insert and Delete take patterns but Get only takes in a list of variables.
Not sure how bad that is.
","","","","",0.0000,0.0000,2017-08-30 12:26:00,2018-04-10 17:36:28,2018-03-14 18:01:52,2018-04-10 17:36:28,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,Accepted,Haikal Pribadi,"Grakn, Graql",12191,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,(Developer) Haikal Pribadi,None,True,False,1,Feature
15900,Request,17597,Console: keyspace management,"We need a way of managing keyspaces in grakn, similar to `DROP DATABASE` or `CREATE DATABASE` in the SQL world.
My proposal is to do it through the graql console:

keyspace list
keyspace add <keyspace-name>
keyspace rename <from-name> <to-name>
keyspace delete <keyspace-name>",2018-07-16 18:09:49,"","","",0.0000,0.0000,2017-09-26 18:05:59,2018-08-13 16:45:45,"",2018-08-13 16:45:44,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,Accepted,"",Grakn,12418,Haikal Pribadi,Ganeshwara Hananda,"",h,High,Accepted,(Developer) Marco Scoppetta,None,False,False,1,Feature
17433,Request,19010,KGMS: small end-to-end correctness test,"Acceptance criteria
The sole goal of the end-to-end test is to have some confidence that clustering works and we're not losing any data under the happy-path scenario. This should be achieved with the following verification process:
1. Support a scenario where we can run a fast test. Fast test = productivity. We can expect to need to re-run the test many times especially considering the early stage of the product. Aim for small dataset consisting of 5K entities, attributes, and relations following a regular pattern.
2. Being able to verify that the data have been inserted properly. In case of error, the error should be logged properly, enabling the team to start looking at the right place.
3. Being able to re-run the test in an automated way in order to maintain productivity. Ideally, we should be aiming under 10 minutes for a single run, including node initialization.
Implementation detail
TODO
Implementation detail (Postponed due to Issues with running SNB with KGMS)
1. We're looking into re-using SNB test as a data source
2. There are various issues in making the test fully automatable:
a. We have to discuss which infrastructure to use (e.g. our own server, Amazon AWS, Oracle cloud)
b. Infrastructure set up should be automated. Using immutable infrastructure or infrastructure as code approach would be a nice plus in order to reduce complexity.
c. Grakn distribution build process must be automated
",2018-01-17 19:05:59,"","","",0.0000,0.0000,2018-01-05 21:21:30,2018-08-13 19:55:49,"",2018-08-13 19:55:49,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn KGMS,"","","",Developers,Accepted,"","",13638,Haikal Pribadi,Ganeshwara Hananda,"",h,High,Accepted,"(Developer) Ganeshwara Hananda, (Developer) Kasper Piskorski",None,False,False,1,Feature
